Date,Symbol,Open,High,Low,Close,Volume
2018/1/1,601633,39.553,39.553,39.553,39.553,0
2018/1/2,601633,39.931,42.41,39.656,42.169,26588018
2018/1/3,601633,41.894,42.685,41.722,42.479,19954871
2018/1/4,601633,42.341,42.617,41.79,42.444,14156115
2018/1/5,601633,42.444,42.857,41.79,42.72,12596454
2018/1/8,601633,42.72,44.544,42.72,44.062,23757258
2018/1/9,601633,44.028,44.407,43.408,44.062,16395581
2018/1/10,601633,42.41,42.789,41.446,42.272,28642692
2018/1/11,601633,41.962,42.307,41.308,42.066,9625979
2018/1/12,601633,42.031,42.617,41.928,42.135,9916382
2018/1/15,601633,42.169,42.341,41.584,41.722,7999513
2018/1/16,601633,41.722,41.997,41.412,41.756,8548926
2018/1/17,601633,41.722,42.479,41.171,42.41,9098711
2018/1/18,601633,42.307,42.307,41.377,41.549,12542089
2018/1/19,601633,41.446,42.031,41.308,41.515,8424800
2018/1/22,601633,41.481,42.238,41.412,41.928,7248246
2018/1/23,601633,41.928,42.72,41.825,42.651,7249887
2018/1/24,601633,42.685,42.789,42.031,42.341,5218136
2018/1/25,601633,42.444,43.202,42.135,42.789,9139311
2018/1/26,601633,42.857,43.649,42.685,43.098,6310837
2018/1/29,601633,43.03,43.993,42.548,43.064,14794601
2018/1/30,601633,42.72,43.236,41.653,41.894,9846011
2018/1/31,601633,41.997,42.238,40.964,42.031,8781369
2018/2/1,601633,41.962,42.617,40.758,42.479,19994708
2018/2/2,601633,42.272,42.72,41.343,42.582,7741189
2018/2/5,601633,42.238,42.892,41.825,42.41,7571919
2018/2/6,601633,41.928,42.513,41.618,42.41,13523169
2018/2/7,601633,42.41,43.271,41.653,42.444,9333476
2018/2/8,601633,42.272,42.892,41.653,42.41,7555374
2018/2/9,601633,41.687,42.479,40,42.41,12265078
2018/2/12,601633,42.169,42.203,40.964,41.584,4639031
2018/2/13,601633,41.584,41.997,40.999,40.999,6227500
2018/2/14,601633,40.62,41.171,40.586,40.93,2203911
2018/2/15,601633,40.93,40.93,40.93,40.93,0
2018/2/16,601633,40.93,40.93,40.93,40.93,0
2018/2/19,601633,40.93,40.93,40.93,40.93,0
2018/2/20,601633,40.93,40.93,40.93,40.93,0
2018/2/21,601633,40.93,40.93,40.93,40.93,0
2018/2/22,601633,41.274,41.343,40.93,41.205,2802274
2018/2/23,601633,41.274,41.997,41.067,41.997,4396785
2018/2/26,601633,44.751,46.128,43.03,43.856,27524837
2018/2/27,601633,43.58,44.751,43.202,44.028,14770387
2018/2/28,601633,44.062,44.338,43.236,44.2,12048693
2018/3/1,601633,43.718,44.234,43.408,44.028,8442261
2018/3/2,601633,44.028,44.028,43.202,43.408,6930689
2018/3/5,601633,43.477,43.684,43.03,43.649,5764379
2018/3/6,601633,43.546,43.787,43.236,43.374,5996229
2018/3/7,601633,43.374,43.58,42.444,42.823,7739601
2018/3/8,601633,42.513,42.823,42.1,42.617,5974800
2018/3/9,601633,42.169,42.617,41.997,42.548,7936247
2018/3/12,601633,42.307,43.236,42.272,43.098,10537502
2018/3/13,601633,42.995,43.305,42.789,42.995,6829066
2018/3/14,601633,42.582,42.754,42.135,42.582,5730156
2018/3/15,601633,42.272,42.857,42.203,42.513,4590701
2018/3/16,601633,42.479,42.857,41.997,42.272,4528903
2018/3/19,601633,42.272,42.41,41.997,42.203,3372403
2018/3/20,601633,42.272,42.272,41.308,41.584,7763163
2018/3/21,601633,41.584,41.79,41.24,41.24,5934529
2018/3/22,601633,41.136,41.481,40.792,41.033,4472106
2018/3/23,601633,40.482,40.482,38.314,38.864,8617882
2018/3/26,601633,38.245,39.656,37.694,39.518,8455265
2018/3/27,601633,39.518,39.759,39.312,39.381,5636423
2018/3/28,601633,39.243,39.622,38.314,39.587,6175789
2018/3/29,601633,39.484,39.518,38.83,39.209,5885944
2018/3/30,601633,39.346,39.484,39.036,39.174,2834799
2018/4/2,601633,39.174,39.725,38.968,39.243,4821376
2018/4/3,601633,38.899,39.553,38.555,39.105,4001026
2018/4/4,601633,39.243,39.381,38.899,39.002,2357874
2018/4/5,601633,39.002,39.002,39.002,39.002,0
2018/4/6,601633,39.002,39.002,39.002,39.002,0
2018/4/9,601633,39.002,39.553,39.002,39.105,3314905
2018/4/10,601633,39.036,39.931,39.036,39.346,5313362
2018/4/11,601633,39.312,39.553,38.864,39.071,6197003
2018/4/12,601633,39.105,39.209,38.727,38.83,3761600
2018/4/13,601633,38.555,39.071,38.555,38.623,2724500
2018/4/16,601633,38.692,38.692,37.694,37.866,6106336
2018/4/17,601633,37.866,38.176,37.315,37.9,4315289
2018/4/18,601633,37.9,38.038,36.696,37.866,4935124
2018/4/19,601633,37.969,38.004,37.246,37.419,5882524
2018/4/20,601633,37.384,37.384,36.11,36.214,5255300
2018/4/23,601633,36.214,36.558,35.629,36.351,3810189
2018/4/24,601633,36.351,37.109,36.145,37.04,3801703
2018/4/25,601633,37.832,38.486,37.591,37.694,6601772
2018/4/26,601633,37.9,38.073,37.522,37.522,3709700
2018/4/27,601633,37.522,37.866,37.074,37.591,3048773
2018/4/30,601633,37.591,37.591,37.591,37.591,0
2018/5/1,601633,37.591,37.591,37.591,37.591,0
2018/5/2,601633,37.591,37.832,37.246,37.281,2872709
2018/5/3,601633,37.487,37.935,37.212,37.935,3344596
2018/5/4,601633,37.935,38.176,37.625,37.9,2153722
2018/5/7,601633,37.9,38.21,37.728,38.176,2634743
2018/5/8,601633,38.176,38.348,37.866,38.141,2798445
2018/5/9,601633,38.141,38.141,36.765,37.487,4751970
2018/5/10,601633,37.591,37.728,37.212,37.728,4007779
2018/5/11,601633,37.728,39.071,37.66,38.795,8103011
2018/5/14,601633,38.761,38.968,38.245,38.692,5959079
2018/5/15,601633,38.899,38.933,38.382,38.589,2652484
2018/5/16,601633,38.658,38.692,38.279,38.382,2668673
2018/5/17,601633,38.417,38.52,37.522,37.9,4233785
2018/5/18,601633,38.107,38.141,37.453,37.969,2218050
2018/5/21,601633,38.21,38.83,37.935,38.658,4175140
2018/5/22,601633,38.658,38.658,38.176,38.486,2720153
2018/5/23,601633,38.21,38.21,37.866,37.9,3163236
2018/5/24,601633,37.832,37.832,37.246,37.281,3551634
2018/5/25,601633,37.212,37.797,37.074,37.591,2851409
2018/5/28,601633,38.01,38.01,37.101,37.626,2557900
2018/5/29,601633,37.731,38.08,37.451,37.766,2638136
2018/5/30,601633,37.451,38.43,36.891,37.661,3800115
2018/5/31,601633,37.731,38.29,37.556,38.22,2785432
2018/6/1,601633,37.975,38.64,37.8,38.395,2809261
2018/6/4,601633,38.395,38.5,38.115,38.465,2288169
2018/6/5,601633,38.5,38.675,38.15,38.465,2137158
2018/6/6,601633,38.465,38.605,38.15,38.465,2498086
2018/6/7,601633,38.465,38.535,38.15,38.185,2393813
2018/6/8,601633,37.94,37.94,37.101,37.451,4446755
2018/6/11,601633,37.626,37.626,36.716,37.206,3542406
2018/6/12,601633,37.171,37.416,36.856,37.276,2242728
2018/6/13,601633,37.381,37.486,36.821,36.891,2760720
2018/6/14,601633,36.856,37.066,36.577,36.682,2383384
2018/6/15,601633,36.682,36.821,35.947,35.982,2829349
2018/6/18,601633,35.982,35.982,35.982,35.982,0
2018/6/19,601633,35.667,36.647,34.479,36.017,6783177
2018/6/20,601633,35.842,36.017,35.318,35.388,3039640
2018/6/21,601633,35.388,35.702,34.653,35.073,3824417
2018/6/22,601633,34.968,35.003,33.954,34.828,3268069
2018/6/25,601633,34.828,35.318,34.618,34.618,2240152
2018/6/26,601633,34.444,34.933,34.129,34.758,2092279
2018/6/27,601633,34.758,34.898,33.919,34.304,3022570
2018/6/28,601633,34.199,34.444,33.954,34.059,2557447
2018/6/29,601633,34.059,34.444,33.709,34.339,2059954
2018/7/2,601633,34.304,35.423,34.269,34.583,3710168
2018/7/3,601633,34.444,34.758,33.884,34.339,3276248
2018/7/4,601633,34.479,34.793,33.954,34.129,2853952
2018/7/5,601633,34.129,34.339,31.122,33.115,7024751
2018/7/6,601633,33.045,33.045,31.122,32.45,5788300
2018/7/9,601633,32.485,33.429,32.415,32.555,4540474
2018/7/10,601633,31.821,32.38,31.576,31.891,5272504
2018/7/11,601633,34.898,34.898,32.835,33.464,20782523
2018/7/12,601633,33.499,33.779,32.59,33.674,16078046
2018/7/13,601633,33.08,33.464,32.73,32.765,10570993
2018/7/16,601633,32.73,32.73,31.786,31.926,7267141
2018/7/17,601633,31.856,31.856,31.331,31.576,6432699
2018/7/18,601633,32.171,33.01,32.171,32.415,13287378
2018/7/19,601633,32.171,32.66,31.891,32.101,8359245
2018/7/20,601633,32.38,32.38,31.681,32.101,6556609
2018/7/23,601633,32.101,32.101,31.751,32.101,6894073
2018/7/24,601633,32.241,32.485,31.856,32.45,14452596
2018/7/25,601633,32.555,32.695,32.031,32.206,12506299
2018/7/26,601633,32.206,32.276,31.751,31.786,10982958
2018/7/27,601633,31.821,31.891,31.646,31.716,7660626
2018/7/30,601633,31.681,31.821,31.087,31.122,9570011
2018/7/31,601633,31.052,31.052,30.387,30.597,9857435
2018/8/1,601633,30.737,30.877,29.793,29.828,9581339
2018/8/2,601633,29.618,29.933,28.044,29.058,15468772
2018/8/3,601633,28.849,28.989,28.289,28.359,6268954
2018/8/6,601633,28.359,28.359,27.1,27.17,9462971
2018/8/7,601633,27.205,27.8,27.17,27.73,5923372
2018/8/8,601633,27.345,27.345,26.121,26.191,14863414
2018/8/9,601633,25.841,26.471,25.702,26.296,16757047
2018/8/10,601633,26.261,26.576,26.121,26.471,9447100
2018/8/13,601633,26.331,26.366,25.806,26.331,9341154
2018/8/14,601633,26.541,26.576,26.051,26.121,8110862
2018/8/15,601633,26.261,26.366,24.722,24.792,23163290
2018/8/16,601633,24.338,25.002,24.023,24.757,11809264
2018/8/17,601633,24.792,24.967,24.128,24.303,7548339
2018/8/20,601633,24.303,24.478,23.883,24.233,7160500
2018/8/21,601633,24.373,25.072,24.233,24.932,9985818
2018/8/22,601633,24.967,25.002,24.373,24.443,8297685
2018/8/23,601633,24.513,24.687,24.373,24.478,7586422
2018/8/24,601633,24.373,24.722,24.198,24.583,6421810
2018/8/27,601633,24.687,25.072,24.618,25.002,8965803
2018/8/28,601633,25.037,25.352,24.897,25.282,8878082
2018/8/29,601633,25.282,25.317,24.792,24.897,8562870
2018/8/30,601633,24.827,25.037,24.687,24.722,7927947
2018/8/31,601633,25.177,25.177,24.548,24.862,8297389
2018/9/3,601633,24.827,25.002,24.513,24.757,10313069
2018/9/4,601633,24.722,25.247,24.652,25.107,10437517
2018/9/5,601633,25.037,25.352,24.757,24.862,9768007
2018/9/6,601633,24.618,24.687,23.953,23.988,14821266
2018/9/7,601633,24.093,24.443,24.093,24.303,11376868
2018/9/10,601633,24.198,24.687,24.198,24.338,10098976
2018/9/11,601633,24.373,24.583,23.603,24.198,11540804
2018/9/12,601633,24.128,24.618,23.988,24.443,10391329
2018/9/13,601633,24.722,24.827,24.233,24.548,6942192
2018/9/14,601633,24.652,25.597,24.618,25.387,19726446
2018/9/17,601633,25.387,25.387,24.757,25.072,10718574
2018/9/18,601633,25.037,25.317,24.757,25.247,8530900
2018/9/19,601633,25.247,26.401,25.142,26.016,17277246
2018/9/20,601633,26.016,26.331,25.667,25.911,9677579
2018/9/21,601633,26.016,28.394,25.946,28.079,32467876
2018/9/24,601633,28.079,28.079,28.079,28.079,0
2018/9/25,601633,27.275,28.114,27.205,27.59,19767154
2018/9/26,601633,27.87,27.905,27.415,27.555,12655076
2018/9/27,601633,27.625,27.695,26.89,26.89,12811882
2018/9/28,601633,26.925,28.149,26.925,27.52,21401537
2018/10/1,601633,27.52,27.52,27.52,27.52,0
2018/10/2,601633,27.52,27.52,27.52,27.52,0
2018/10/3,601633,27.52,27.52,27.52,27.52,0
2018/10/4,601633,27.52,27.52,27.52,27.52,0
2018/10/5,601633,27.52,27.52,27.52,27.52,0
2018/10/8,601633,26.576,27.345,26.401,26.821,14089364
2018/10/9,601633,26.821,27.485,26.366,26.576,12826599
2018/10/10,601633,26.89,26.89,25.492,25.876,13415311
2018/10/11,601633,24.827,25.457,23.673,24.338,16534624
2018/10/12,601633,24.198,24.303,23.429,23.813,22050683
2018/10/15,601633,23.883,23.953,21.435,21.575,38764572
2018/10/16,601633,21.575,21.89,20.771,20.981,19702007
2018/10/17,601633,21.121,21.4,20.351,21.016,13556736
2018/10/18,601633,21.051,21.4,20.701,21.121,16818424
2018/10/19,601633,20.911,21.435,19.757,21.261,15979613
2018/10/22,601633,21.47,22.205,21.261,21.82,28249062
2018/10/23,601633,21.82,21.925,21.191,21.331,16999713
2018/10/24,601633,21.261,21.505,20.491,20.911,19846408
2018/10/25,601633,20.316,21.505,19.967,21.47,22205406
2018/10/26,601633,21.54,21.89,21.226,21.47,14406822
2018/10/29,601633,21.226,21.226,20.142,20.281,24281165
2018/10/30,601633,20.666,21.505,20.526,21.4,29027484
2018/10/31,601633,20.981,22.1,20.981,21.435,24762124
2018/11/1,601633,21.54,21.855,21.331,21.435,20214458
2018/11/2,601633,21.82,21.96,21.54,21.925,23203402
2018/11/5,601633,21.855,22.345,21.61,22.17,19091866
2018/11/6,601633,22.17,22.484,21.61,21.995,24322599
2018/11/7,601633,21.925,22.1,21.61,21.715,19168310
2018/11/8,601633,21.96,22.17,21.715,21.75,18553525
2018/11/9,601633,21.715,21.925,21.54,21.715,13184362
2018/11/12,601633,21.715,22.519,21.61,22.345,20957119
2018/11/13,601633,21.995,22.659,21.785,22.519,19621211
2018/11/14,601633,22.484,22.694,22.17,22.31,17995489
2018/11/15,601633,22.31,22.484,22.135,22.38,17835871
2018/11/16,601633,22.415,22.484,22.135,22.31,30120685
2018/11/19,601633,22.275,22.484,21.855,22.415,28058028
2018/11/20,601633,22.17,22.484,21.855,21.96,23267438
2018/11/21,601633,21.75,22.275,21.645,22.24,17571200
2018/11/22,601633,22.24,22.834,22.135,22.484,21084944
2018/11/23,601633,22.45,22.45,21.47,21.54,18554378
2018/11/26,601633,21.505,21.68,21.261,21.4,11754954
2018/11/27,601633,21.505,21.715,21.4,21.54,9648535
2018/11/28,601633,21.54,21.785,21.261,21.715,9902780
2018/11/29,601633,21.785,22.31,21.715,21.75,16066882
2018/11/30,601633,21.785,21.785,21.156,21.505,13489120
2018/12/3,601633,21.96,22.17,21.82,22.03,21673371
2018/12/4,601633,21.96,22.275,21.89,22.1,17496908
2018/12/5,601633,21.75,21.855,21.261,21.54,32610381
2018/12/6,601633,21.435,21.435,21.121,21.121,16548435
2018/12/7,601633,21.191,21.261,20.911,20.981,13496606
2018/12/10,601633,20.946,20.946,20.491,20.666,16568926
2018/12/11,601633,20.701,20.701,20.456,20.631,11285859
2018/12/12,601633,20.701,20.771,20.526,20.631,12885372
2018/12/13,601633,20.806,21.016,20.526,20.946,21397467
2018/12/14,601633,20.911,20.911,20.491,20.561,15483939
2018/12/17,601633,20.561,20.561,20.037,20.316,11466495
2018/12/18,601633,20.177,20.386,20.037,20.177,11242463
2018/12/19,601633,20.212,20.247,19.897,19.932,9239937
2018/12/20,601633,19.827,20.002,19.792,19.897,8895977
2018/12/21,601633,19.827,19.862,19.477,19.617,10556601
2018/12/24,601633,19.582,19.862,19.442,19.757,9079015
2018/12/25,601633,19.582,19.582,19.232,19.512,12587472
2018/12/26,601633,19.547,19.617,19.407,19.477,7545025
2018/12/27,601633,19.722,19.827,19.407,19.442,9937395
2018/12/28,601633,19.477,19.652,19.372,19.582,7623712
2018/12/31,601633,19.582,19.582,19.582,19.582,0
2019/1/1,601633,19.582,19.582,19.582,19.582,0
2019/1/2,601633,19.652,19.687,19.372,19.617,7983649
2019/1/3,601633,19.617,19.757,19.337,19.512,10235998
2019/1/4,601633,19.337,19.792,19.232,19.757,14667706
2019/1/7,601633,19.862,20.072,19.722,20.072,14176603
2019/1/8,601633,20.037,20.072,19.827,19.862,9664391
2019/1/9,601633,21.365,21.855,21.365,21.855,57580227
2019/1/10,601633,21.715,21.89,21.016,21.331,50386763
2019/1/11,601633,21.121,21.82,21.051,21.61,33747095
2019/1/14,601633,21.505,21.575,21.016,21.051,20283444
2019/1/15,601633,21.261,21.296,20.911,21.156,21091860
2019/1/16,601633,21.156,21.645,21.086,21.4,30412085
2019/1/17,601633,21.331,21.575,21.226,21.261,20182417
2019/1/18,601633,21.261,21.82,21.086,21.68,27157146
2019/1/21,601633,21.715,22.38,21.715,22.03,29212693
2019/1/22,601633,22.03,22.03,21.331,21.505,14904738
2019/1/23,601633,21.365,22.869,21.261,22.415,33443568
2019/1/24,601633,22.415,22.869,22.205,22.484,21052930
2019/1/25,601633,22.729,23.324,22.345,23.149,26786206
2019/1/28,601633,23.149,23.568,22.659,23.184,28987043
2019/1/29,601633,23.289,23.394,22.135,22.659,29955106
2019/1/30,601633,22.834,23.149,22.45,22.904,15908313
2019/1/31,601633,22.939,23.813,22.834,23.079,23526498
2019/2/1,601633,23.359,24.198,22.904,24.093,22365353
2019/2/4,601633,24.093,24.093,24.093,24.093,0
2019/2/5,601633,24.093,24.093,24.093,24.093,0
2019/2/6,601633,24.093,24.093,24.093,24.093,0
2019/2/7,601633,24.093,24.093,24.093,24.093,0
2019/2/8,601633,24.093,24.093,24.093,24.093,0
2019/2/11,601633,24.093,24.548,23.813,24.268,15299172
2019/2/12,601633,24.303,25.492,24.128,25.492,23990830
2019/2/13,601633,25.352,27.17,24.967,26.086,31390799
2019/2/14,601633,25.667,25.946,25.212,25.527,20388129
2019/2/15,601633,25.282,25.282,24.687,24.827,19795012
2019/2/18,601633,24.932,25.876,24.583,25.736,37922455
2019/2/19,601633,25.562,25.981,25.177,25.457,19037888
2019/2/20,601633,25.457,26.96,25.212,26.366,30420637
2019/2/21,601633,26.366,28.359,26.296,27.59,31838025
2019/2/22,601633,27.135,28.919,26.925,28.709,26545782
2019/2/25,601633,28.849,29.513,28.254,29.093,37094802
2019/2/26,601633,29.128,29.128,28.254,28.359,34762114
2019/2/27,601633,28.219,28.429,27.31,27.625,24655347
2019/2/28,601633,27.625,28.184,27.205,27.52,17609716
2019/3/1,601633,27.555,28.674,27.24,28.534,21382887
2019/3/4,601633,28.814,29.023,28.149,28.359,29961150
2019/3/5,601633,28.429,28.604,28.079,28.394,16228761
2019/3/6,601633,28.394,28.849,27.905,28.744,27217697
2019/3/7,601633,28.884,28.884,27.939,28.114,25434540
2019/3/8,601633,27.939,27.939,25.667,25.806,42312756
2019/3/11,601633,25.806,26.716,25.597,26.646,22551770
2019/3/12,601633,26.681,27.345,26.576,26.925,24729952
2019/3/13,601633,27.065,27.205,26.086,26.261,19021260
2019/3/14,601633,26.191,26.401,25.282,25.597,17669672
2019/3/15,601633,25.771,26.681,25.632,26.331,20565155
2019/3/18,601633,26.646,27.03,26.191,26.925,26671779
2019/3/19,601633,26.925,26.995,26.576,26.646,15308582
2019/3/20,601633,26.716,26.855,26.331,26.611,13211446
2019/3/21,601633,26.576,27.45,26.506,27.135,21388727
2019/3/22,601633,27.065,28.604,26.855,27.905,36450403
2019/3/25,601633,27.45,27.905,26.925,27.17,25830362
2019/3/26,601633,27.31,27.345,26.051,26.821,18775691
2019/3/27,601633,26.89,26.995,26.226,26.401,10959042
2019/3/28,601633,26.261,26.681,25.841,26.541,11040484
2019/3/29,601633,26.436,27.555,26.261,27.38,18011757
2019/4/1,601633,27.485,28.464,27.485,28.149,37161977
2019/4/2,601633,28.219,30.667,27.905,29.933,59131231
2019/4/3,601633,30.073,32.625,29.618,32.136,66146009
2019/4/4,601633,31.996,34.863,31.716,33.29,49108722
2019/4/5,601633,33.29,33.29,33.29,33.29,0
2019/4/8,601633,34.129,34.374,31.611,32.345,39313952
2019/4/9,601633,32.835,34.024,32.52,32.87,30383210
2019/4/10,601633,32.94,35.877,32.415,34.968,43014299
2019/4/11,601633,35.038,37.87,35.003,36.227,45377589
2019/4/12,601633,36.017,36.542,34.269,34.653,34767621
2019/4/15,601633,34.793,36.297,33.325,33.604,33113538
2019/4/16,601633,33.639,33.919,31.961,33.395,35276567
2019/4/17,601633,33.639,36.751,33.499,36.751,50189387
2019/4/18,601633,38.465,38.884,35.667,36.507,46309991
2019/4/19,601633,36.577,38.29,35.178,36.891,36910514
2019/4/22,601633,36.891,37.066,35.073,35.563,26586546
2019/4/23,601633,35.213,35.842,33.954,34.968,21860823
2019/4/24,601633,35.038,36.017,34.444,34.898,21924090
2019/4/25,601633,34.653,35.353,34.059,34.234,22104986
2019/4/26,601633,33.919,34.479,32.59,32.905,19337102
2019/4/29,601633,33.045,33.674,32.206,32.52,18691394
2019/4/30,601633,31.751,31.856,30.352,31.541,25172368
2019/5/1,601633,31.541,31.541,31.541,31.541,0
2019/5/2,601633,31.541,31.541,31.541,31.541,0
2019/5/3,601633,31.541,31.541,31.541,31.541,0
2019/5/6,601633,30.667,30.667,28.464,28.884,27853606
2019/5/7,601633,28.884,30.212,28.779,29.513,24738064
2019/5/8,601633,28.534,30.912,28.429,29.688,19258557
2019/5/9,601633,29.548,30.073,28.989,29.338,17271066
2019/5/10,601633,29.408,31.366,29.408,30.842,25176277
2019/5/13,601633,30.807,30.807,29.058,29.583,16630466
2019/5/14,601633,28.814,29.898,28.779,29.548,10889258
2019/5/15,601633,29.828,30.667,29.653,30.632,13301725
